F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,Label
0.362930,1.407464,0.439105,-1.300162,0.792918,-1.300162,2.148700,-2.303724,-0.384223,-1.051923,-0.472097,1.153408,2.159834,-4.674651,-0.247899,6.111273,-0.846447,nan,-6.795006,-3.474851,0.422650,1.610879,0.282081,3.000000
-0.767681,-0.432284,-0.126783,-0.323395,0.526884,-0.323395,2.481091,0.888232,-1.463093,nan,0.436157,-0.011704,0.372903,0.869105,0.392866,4.065219,2.306563,0.047607,-0.591141,-4.137210,nan,-2.408679,0.585783,0.000000
-0.022154,-1.256457,0.122411,0.099931,0.042968,0.099931,2.745539,-0.724248,-0.139237,0.601959,0.911897,0.265552,-1.524546,1.321445,0.068354,-2.666825,-0.324745,-0.953032,-3.319248,nan,0.337472,1.199940,0.015881,0.000000
-0.401160,-0.368717,0.372874,-5.097710,0.074955,-5.097710,-1.242904,-1.510234,0.961225,-2.210931,-1.543062,-2.586642,2.003322,-2.166633,nan,-1.859164,0.817343,0.947201,3.810313,1.682781,-1.714100,1.207229,-0.373193,1.000000
-1.184741,-0.716108,0.374759,nan,-0.032025,2.843820,4.558644,2.205340,1.331298,2.713030,-0.709215,2.384403,-6.190922,4.629457,0.553951,-6.471194,-1.748200,-0.901944,-4.087590,-0.600470,-0.285206,-0.815427,0.946015,0.000000
-1.389663,0.236126,nan,1.689122,0.089536,1.689122,0.875833,-6.005859,-1.204112,2.270697,-1.799455,-0.483674,5.069102,-0.392338,0.657745,5.434357,3.812624,-0.803156,-1.771458,-3.028667,2.289855,3.124203,2.488645,3.000000
-0.726696,0.767780,0.604399,-1.450807,3.584883,-1.450807,-0.945193,5.227982,0.199413,-3.495459,-2.087847,-1.886808,-0.681039,-2.532588,1.023215,-0.762459,-3.441331,0.361821,0.573517,3.915372,-0.712159,-1.286524,0.902276,3.000000
-1.108094,nan,-0.337105,-2.221921,0.785248,-2.221921,-0.816865,0.294246,0.057264,-0.359081,-0.626446,-1.739063,1.331144,0.613143,-0.098963,2.948674,3.143424,0.654929,5.227020,-1.841131,-1.937739,-2.887897,-0.024870,0.000000
1.831755,0.778331,0.374202,-1.177203,1.014001,-1.177203,3.183838,-0.971718,-1.657575,-1.157076,0.221884,-1.127990,-1.658272,-4.369487,0.639034,3.116016,-3.012501,-6.400795,-3.718963,3.707412,-4.982236,-3.431988,0.315637,3.000000
0.388549,0.863413,1.428990,0.595828,-0.715028,0.595828,0.428156,8.347903,-0.931008,-4.947185,-0.688883,0.470167,-3.490744,-0.619364,1.526646,4.474801,-3.718951,-1.288817,-5.387876,1.085872,0.466084,-4.437465,-0.284217,2.000000
0.952538,0.541497,-2.265372,0.782087,-0.649752,0.782087,2.322160,7.223041,1.298557,-2.275588,-0.456901,-0.435889,4.527421,1.751735,1.108615,nan,4.663448,4.625172,0.293241,1.089230,2.631385,-2.529969,1.042117,0.000000
-0.023888,0.159107,1.513700,3.466146,1.674943,3.466146,1.586360,1.672771,0.595342,-0.167797,-0.723671,-3.548894,2.856840,nan,-0.683700,2.250229,1.615679,-0.077948,3.811174,0.381803,-1.966011,-0.228255,0.936384,0.000000
0.826142,2.442273,nan,2.308372,-1.667463,2.308372,-1.029532,5.200107,-0.915796,3.571931,1.235594,0.574357,-7.254088,2.567725,0.830014,-8.498288,-6.142439,0.980860,4.106191,nan,-1.038940,-1.773568,0.254837,2.000000
0.127991,-1.695645,nan,-0.251954,0.195412,-0.251954,-2.135562,-5.032961,0.280086,nan,-0.107411,-1.992137,3.537716,-2.110284,-0.045367,13.431028,1.246796,-4.851658,-3.627860,-1.495775,2.334713,-0.142068,-1.747844,0.000000
1.026988,nan,0.155307,nan,0.986883,nan,nan,0.996702,0.695200,-0.978627,0.867829,nan,0.945199,-0.018039,1.238109,1.496591,0.027430,-2.094853,-2.945799,nan,-0.015660,1.326733,-1.332036,2.000000
-0.405632,-0.989220,1.029931,-4.086638,-0.188866,-4.086638,-0.574808,-0.577216,nan,-1.581975,1.443450,0.595654,-3.839288,2.365331,-0.619596,-7.623422,-0.133677,0.218555,1.531664,2.238737,-1.911154,-0.086319,0.325396,2.000000
0.789561,-0.289320,1.927916,1.880621,1.132985,1.880621,-1.459314,-4.456750,-0.927839,1.804182,1.140778,-2.301324,4.790824,1.238162,0.437261,4.858936,3.880224,nan,1.621051,2.454563,2.429038,0.328071,-1.230154,3.000000
nan,-1.145527,0.275617,1.862951,-0.483832,1.862951,2.794551,-4.166280,-0.459702,-1.058142,-0.741092,-1.372065,0.800332,-0.342696,0.152706,2.540969,0.917325,-3.661429,-4.306781,-0.418950,-0.919242,2.846037,0.158171,2.000000
-0.634539,0.219343,-1.046243,0.098804,0.239619,0.098804,2.172838,5.407218,-0.293715,-0.090392,-0.755276,nan,-0.920047,2.538869,-0.665359,-0.165514,1.515046,1.965624,-0.524517,-1.200494,0.779981,-3.692654,-0.678480,0.000000
-0.043141,0.000579,0.961337,-0.380014,-1.733186,-0.380014,0.685529,1.298693,1.874511,-3.543281,-1.517871,0.274756,-2.855890,2.557564,-1.160406,-7.640222,-0.024552,1.446562,-0.488844,1.210569,nan,2.707477,nan,2.000000
-0.144768,-0.944732,-0.912815,0.786621,-0.206791,0.786621,-0.262211,-3.485149,1.068215,0.560548,-0.843872,-0.102710,0.939693,-0.349184,0.872670,5.331753,2.241587,-1.978267,1.269194,-3.222536,-2.131542,-0.960899,-0.979463,1.000000
-0.522958,1.011014,-0.436638,-2.386445,-1.409781,-2.386445,0.355937,-0.410297,-1.129508,-4.601076,-0.480968,-2.222573,0.682174,4.604672,-0.438608,-5.065233,4.918487,2.007121,1.767843,0.819172,0.233652,2.866818,0.758969,3.000000
1.232790,-1.261764,nan,-1.751886,0.067837,-1.751886,0.719440,8.899311,-2.271816,-4.683129,-0.452901,-0.679665,-2.231170,nan,-0.763612,-8.489105,-2.912370,4.352602,2.985522,3.242391,-2.908647,-0.894277,0.462416,2.000000
0.557201,nan,-1.600919,0.776580,-0.983353,0.776580,0.316688,1.519716,0.489815,-0.956453,0.662677,0.186387,-2.292350,3.956405,-1.418866,-6.002874,1.084610,1.197077,1.401920,1.393526,-0.267152,0.467227,-0.785841,1.000000
0.651594,-1.201624,0.494735,0.119270,-0.470521,0.119270,nan,-1.800862,-0.698953,-2.076652,-1.257368,nan,3.784436,-3.927975,0.637761,11.888775,-0.020597,-2.412279,nan,0.073361,1.409133,-1.819491,1.195032,0.000000
-0.709398,2.570186,0.289187,-1.370717,-0.239081,-1.370717,2.333477,-1.096385,-1.948183,-1.389597,-3.827259,nan,0.550117,0.120966,0.775384,-2.460366,0.814596,-1.358983,0.654164,2.373622,-1.802695,nan,-0.864354,2.000000
0.729854,-0.111754,nan,3.192613,-0.640632,3.192613,-1.636256,-1.501770,-0.384042,0.600968,-0.667939,2.241424,-0.823743,1.233360,-0.152615,-0.364981,0.623123,1.234179,1.167978,-3.437877,-0.364961,1.721296,-2.532703,1.000000
0.356108,nan,0.552444,-0.477206,0.260859,-0.477206,0.824565,2.170860,0.469696,-0.887539,0.652825,1.878489,2.188723,-1.273456,-0.029406,2.721090,0.325342,-0.063013,-5.403192,2.325855,3.119096,-2.026309,-0.816976,3.000000
0.661431,-0.635330,0.884583,0.790921,1.105478,0.790921,-0.548469,3.617015,2.197910,0.045738,-0.370967,1.840514,-2.559672,0.663168,-0.520144,-0.847214,-1.462032,0.252755,0.243998,nan,-0.644781,-3.395363,-0.913012,2.000000
0.207677,nan,-0.960612,1.073150,0.136398,1.073150,-2.759260,-0.384973,0.730463,-1.453756,1.985359,-1.516241,-3.206055,3.822574,0.723714,-0.459155,-0.306383,-1.515492,2.192519,0.700691,0.083312,0.413410,1.191933,3.000000
nan,0.171104,-1.455928,1.627507,0.505756,1.627507,0.557935,0.029512,-2.233245,-0.999515,0.109288,1.253585,2.053120,-1.518930,1.223332,3.843266,1.188358,nan,-2.610497,1.014940,-0.192115,-1.773221,0.831907,2.000000
0.411489,0.363117,nan,-2.325318,1.300663,-2.325318,-2.592995,2.399705,-0.928067,0.638555,0.776925,-2.004465,-2.902500,nan,-0.014370,1.678767,-2.512467,0.221049,6.384266,-1.860802,-2.658471,-3.136538,2.983737,3.000000
-0.338362,0.621361,1.700140,-0.533171,-1.086855,-0.533171,-0.414799,2.753736,0.000938,2.544513,0.167690,-1.125179,-0.843929,-1.369942,0.460299,3.345008,-1.003065,0.847213,5.845559,-3.415226,-2.821011,-4.132298,0.445213,3.000000
-1.098934,0.501438,0.143043,-2.457751,-0.739411,-2.457751,1.452834,0.256007,0.939326,-0.927387,-0.212307,-0.621164,0.529977,-4.279914,-0.927324,1.674103,-2.193336,-1.547957,-2.047014,1.246470,-1.805394,-0.944653,1.622557,3.000000
0.482914,0.030160,-1.714713,-1.730926,0.589593,-1.730926,-0.737856,-0.187878,nan,-1.399192,0.359648,-0.661549,-0.495333,-1.069652,-0.422630,6.912555,-0.647857,-1.977369,-2.164065,-2.481537,0.351487,nan,nan,0.000000
0.186354,-0.422294,0.234378,-0.359674,-1.288994,-0.359674,2.729941,0.177258,-0.804278,-0.516729,-0.249485,-2.753904,-0.380782,1.392297,-0.895865,-1.909056,0.715039,-1.652655,nan,2.307582,-1.073944,0.058095,1.832287,2.000000
-1.131664,-0.404647,-0.681901,-3.039815,0.007713,-3.039815,2.377269,9.941418,1.318133,-3.384922,0.181820,0.999349,-2.409649,-1.235743,-0.975353,-4.541842,-2.597334,3.961664,-1.145740,0.938346,-0.925943,-3.502869,-0.339482,1.000000
0.040308,-0.607220,0.846611,-1.381387,-1.820562,-1.381387,0.798927,-2.659184,-0.551392,0.286274,-0.222931,-0.513506,1.059160,-0.372407,0.086478,nan,0.397322,-0.294120,-1.103643,1.386362,0.556040,2.367296,-1.078072,1.000000
-0.825977,-0.148333,nan,-1.701806,-0.827344,-1.701806,-0.342289,0.777239,0.921435,-0.268044,-0.158093,-0.028165,-3.791637,4.184975,-0.497063,-4.081919,0.872550,1.041719,2.665611,-1.644402,-0.908552,-0.593436,-0.773234,1.000000
-2.471887,0.401906,1.615787,1.537128,nan,1.537128,1.642525,1.143698,nan,-0.352746,1.417540,-2.107440,1.825721,0.436607,0.506555,-0.999005,1.224537,0.924736,1.254428,0.566759,-0.057172,1.315780,0.412615,0.000000
-0.355253,-0.897176,-0.074435,-3.749402,1.380568,-3.749402,nan,2.035334,-0.260394,-2.661583,-1.631178,-1.284624,-1.401835,0.389709,0.340930,-4.019926,0.136238,2.901735,5.212479,-0.842073,-2.255834,0.205207,-0.853626,3.000000
-1.091224,-0.526637,0.586958,0.224708,-0.135754,0.224708,-4.773030,1.361988,1.879912,-2.294663,0.939669,-3.813920,2.852203,0.828323,-1.647926,5.309310,1.280815,-1.118017,4.284005,4.595933,2.173270,-1.969683,-0.140546,3.000000
-1.048909,-0.217750,-1.161266,0.964828,-1.089598,0.964828,-0.226660,3.622967,-1.292822,-0.504186,1.039208,-0.037232,-1.501620,3.206707,-0.671884,nan,0.696220,1.474510,1.490471,0.560196,0.829537,-1.538538,-0.799080,3.000000
2.218980,0.281749,-1.259343,-2.614964,-0.690481,-2.614964,-2.050481,-3.332135,0.050994,0.235036,1.884119,nan,1.190189,-1.480316,-0.202249,6.576134,-0.506346,-2.449459,-0.269376,-0.981753,1.391603,0.296284,0.271574,0.000000
-0.439844,1.107323,0.826218,2.996213,-0.813000,2.996213,-1.111213,0.011242,1.136100,-1.086492,0.454726,-1.707690,2.137353,1.943145,0.129039,1.159944,2.006373,-0.182049,1.054955,2.022265,1.705426,1.156336,-0.649651,3.000000
-0.265745,-0.670484,1.270546,1.397457,-1.688228,1.397457,-1.426544,1.987586,-1.069859,-0.818614,0.847128,0.944036,2.308441,-2.188156,0.489289,-2.391773,-0.056743,2.139199,2.573256,2.972446,-0.803845,-0.311462,1.455738,1.000000
-2.879812,0.749795,-0.387540,nan,-0.202687,-1.349295,2.154710,-0.182914,-0.155930,-2.400641,2.032748,1.106364,0.590269,-5.467288,-0.081774,3.421135,-2.712531,-0.726039,-6.064977,-2.561922,-1.154842,1.670171,-0.792459,3.000000
-0.144764,0.922534,-1.170120,-0.783930,0.749148,-0.783930,-3.522815,-1.954962,-0.435193,-0.121738,1.013974,1.281109,nan,2.693331,0.308340,-1.845510,1.358138,0.079275,3.912677,-0.149595,-1.058823,-0.986820,0.922976,2.000000
0.242511,-0.428835,0.149707,2.095644,nan,2.095644,3.685322,3.947119,-0.070360,-2.031594,-0.400904,1.545716,0.036426,-0.263370,1.718702,-1.234919,0.503158,0.299316,-3.976457,1.132584,-0.957519,-1.551488,0.388182,0.000000
-0.769648,-0.186656,-0.036558,-2.443752,-0.284345,-2.443752,-2.450970,4.055608,0.139927,-3.790744,-0.102468,-0.980003,-0.003447,-2.083985,-0.348177,3.491147,-1.114514,2.724422,2.373567,-3.375038,-0.625996,nan,0.032024,3.000000
0.321052,-0.047819,-1.609425,-4.196844,-1.108697,-4.196844,-1.367068,-3.901738,-1.095121,0.145635,nan,-0.168009,1.535457,-3.073421,0.699336,-1.354060,-0.559435,-0.173735,0.802309,1.385275,-0.598128,1.668926,nan,0.000000
-0.528291,0.215076,0.439840,0.943498,0.345842,0.943498,nan,4.226085,nan,-0.372224,0.518695,0.863110,-3.721815,0.493903,-0.584685,2.039533,-2.243053,0.600413,2.878715,-2.675564,-1.808110,-3.573930,1.520197,3.000000
1.420247,0.271373,0.246934,-3.740623,0.638694,-3.740623,-1.423108,-3.009743,1.136818,0.866054,-1.111789,-4.110073,3.874070,-2.372573,0.783787,8.398211,0.360897,-2.021180,0.256390,-0.297000,2.716074,0.162757,0.156576,0.000000
0.669862,nan,-0.409623,-0.219139,-1.486760,-0.219139,-2.307760,3.394976,-0.536666,-3.805086,0.880081,-2.336791,0.527354,0.083204,-0.216123,6.174211,0.016146,1.035340,1.017672,-2.780412,1.239392,-0.233638,0.217280,3.000000
1.623480,1.388578,-1.496990,5.829783,0.466112,5.829783,2.558883,1.491934,0.784491,-3.615746,-0.998310,nan,2.933749,-1.400689,1.861538,3.017341,0.524740,-2.053091,-1.503947,2.268982,-1.555965,2.275394,-0.021548,1.000000
2.278077,nan,0.099522,0.219172,0.812538,0.219172,0.375116,-1.305322,-0.807462,0.054207,0.223436,-1.472552,0.068352,-1.293688,0.758793,-2.007390,-0.924265,-0.589521,1.821121,1.037175,-2.050666,1.600012,-0.907337,1.000000
-0.873676,-0.546889,-0.223752,2.216557,-0.060721,2.216557,-2.198143,3.714371,-1.041232,-2.729527,-0.208188,-0.673463,0.740856,0.804177,-1.705162,-4.689607,-0.124664,2.812674,3.405686,3.700835,0.296605,1.267575,0.812473,3.000000
-0.117603,-0.751269,-0.604022,-4.995630,1.704472,-4.995630,1.216887,6.402089,1.288588,-3.737563,-1.167129,-1.294297,2.436155,-4.747624,0.150067,0.417863,nan,2.693883,-0.217571,2.192023,-0.635607,-2.643328,-0.869890,1.000000
-0.788836,-0.613680,-0.150598,nan,-1.401052,-0.489792,1.867542,8.638208,0.856622,-4.247203,1.274139,nan,0.497745,0.231143,-1.357827,-4.462587,0.792865,3.145737,2.573926,4.006594,-1.855065,-3.161928,-0.310330,1.000000
-0.338091,0.663888,-0.015574,-1.165927,2.199058,-1.165927,-1.230929,-0.417378,0.719214,0.834823,0.180241,-0.249863,2.278866,-2.132169,-1.674659,3.104603,0.115693,-0.681003,0.859264,1.819644,0.465756,-2.026848,-0.996482,0.000000
1.565846,0.100310,-1.731742,3.206048,nan,3.206048,-1.098246,-4.309339,1.261219,0.750589,-1.697147,-4.943612,4.904577,-2.703119,-1.282653,7.112528,2.547483,-2.023537,7.356779,-1.741634,-3.884207,nan,-1.141812,0.000000
-0.115150,nan,1.035040,0.819461,0.993223,0.819461,2.786771,-1.853408,-0.221221,-0.849053,-0.801826,-0.531971,-0.131134,nan,-0.763396,0.399295,-1.579415,-1.939228,-2.396959,-1.037072,-3.240168,2.022713,-0.460925,3.000000
1.512857,-0.440747,-0.530261,1.052442,-0.444087,1.052442,-1.846165,-2.368017,0.338174,-1.268807,1.617444,-0.753071,1.354368,0.406879,nan,9.962198,1.091898,-3.248440,-3.636555,-1.819521,2.776937,-0.366586,-0.357118,0.000000
-0.905905,-0.991110,0.408590,-0.740440,1.404072,-0.740440,-0.803328,nan,-0.836042,nan,-0.109572,-0.057815,0.605698,0.334115,-0.133984,4.193314,0.610020,0.112287,-0.932420,-0.438653,1.704740,-2.400625,0.634583,0.000000
0.923924,-0.758764,0.191701,2.575546,-1.162242,2.575546,2.618889,-2.988184,0.896518,-1.515807,-0.645580,2.722832,-1.305703,-1.061234,0.399966,1.810717,-0.642880,-1.851255,-7.390045,-4.093965,-0.836964,3.309917,-0.001473,2.000000
0.258097,-1.783426,0.453491,0.622066,-0.765325,0.622066,0.271329,3.176318,-1.712754,-1.781912,1.496489,-2.905201,-0.198762,-0.614464,-0.918556,-1.449830,-1.543170,1.026906,2.478696,0.852487,-1.088704,1.081737,-1.081180,3.000000
-0.153222,0.709147,-0.825364,-0.925990,nan,-0.925990,-1.321551,0.955600,-0.615671,0.019586,-2.868546,nan,-1.979913,3.058491,0.134401,1.287701,0.390794,nan,2.972893,2.836275,-0.241476,-3.481829,0.040233,2.000000
0.204493,0.432343,-0.167971,4.796617,-0.113709,4.796617,4.480743,2.221533,0.101719,nan,0.521749,0.580262,-0.416085,0.826608,1.810226,-0.920613,0.084905,-1.280171,-3.202663,0.997150,-0.904967,-0.988971,-0.530726,3.000000
0.342848,0.216422,-0.757808,0.819195,-1.680495,0.819195,0.280686,3.127914,-0.596967,-1.617810,-1.736270,-2.905898,-3.656568,6.273291,nan,-6.737415,1.649104,1.714066,5.750333,0.218829,-1.644418,0.458005,-0.269268,3.000000
-0.393836,-0.685433,-0.293461,-0.232323,-0.785491,-0.232323,1.722991,-10.217957,-1.143702,3.397049,0.592747,-0.321541,-3.714900,1.591918,-0.110902,-1.585057,-0.619009,-5.077092,-2.042693,-3.147046,-2.403205,4.527377,0.946823,0.000000
-0.267468,-1.574183,-0.725377,0.099063,0.460620,0.099063,-4.373727,0.970116,0.108612,-1.551179,0.370173,-2.948675,-4.009858,3.758814,1.012708,8.147302,nan,-3.962721,1.116795,-0.783492,1.727433,-3.012541,-1.438613,3.000000
0.155774,0.650582,nan,0.508263,-0.998936,0.508263,-0.237598,2.700517,-0.552313,-3.497255,0.420961,0.565522,1.349654,nan,0.274659,0.331143,2.449740,2.882053,0.848507,-2.096241,-0.454035,0.199274,0.663990,3.000000
-1.273132,-0.145788,0.136065,-0.398913,-1.240691,-0.398913,2.011527,-3.115189,-1.681108,0.045989,0.297426,-1.116077,0.825669,-0.303640,0.502926,1.388202,1.188655,-2.253678,-1.769937,-0.189609,-0.911695,0.973774,-0.264560,0.000000
nan,1.656805,-2.137583,0.486433,-0.378137,0.486433,0.232662,1.789459,nan,0.254507,-0.238083,-2.877991,-0.896834,4.212910,-0.114607,0.357450,2.555096,-0.315491,4.539613,0.093664,-0.697059,-2.479723,0.873495,3.000000
-0.351870,-0.763173,-0.172112,-0.666559,-1.435714,-0.666559,-0.684910,2.853594,0.835512,-2.219051,1.696216,-2.453643,3.187110,-1.914147,1.326929,nan,-0.206000,nan,-0.703745,0.546019,2.495275,0.203184,0.755018,0.000000
0.954673,0.901794,1.491134,0.989610,0.005754,0.989610,-0.951734,1.760601,-0.518973,-1.257068,-0.274237,0.901360,0.477668,1.656164,-0.846964,5.087704,2.749825,-0.450972,0.388881,-1.132682,0.037803,-3.998401,0.760896,3.000000
-0.268190,-0.454092,nan,2.048661,-0.415637,2.048661,-3.548556,0.326426,-0.276480,-2.901507,1.589217,-3.880849,1.519697,1.533600,-0.653507,4.291861,1.340683,-1.697752,3.881251,2.773509,0.394394,-0.237463,-1.613406,3.000000
-0.539324,0.057034,0.379417,-4.644058,1.991172,-4.644058,-1.260809,-5.677912,-1.215473,0.997854,-0.958879,-2.947998,0.372778,-0.312686,-0.513374,9.025808,0.542994,-4.498727,-1.295475,-2.405672,1.362885,-0.639578,1.182705,0.000000
1.402611,nan,1.591912,1.109019,-0.144409,1.109019,-1.307770,-0.817219,0.923615,0.852633,nan,nan,nan,3.385662,-0.774820,nan,0.881912,-1.641777,3.004888,0.008745,-1.120667,-1.782118,-0.297920,3.000000
1.516140,0.756592,0.521730,-0.051998,-0.881108,-0.051998,0.403305,-2.781974,-0.129169,nan,0.714353,3.927362,0.594373,nan,0.095704,-7.960548,3.122429,1.322529,1.792159,2.632530,-3.050788,-0.158128,0.464436,1.000000
2.535347,nan,0.778787,1.873023,-2.385351,1.873023,nan,1.375126,nan,-2.996485,-0.077873,2.032871,-1.427635,1.703050,nan,0.800213,0.801031,1.530099,0.825845,-2.407867,-0.179028,0.106026,-0.234633,1.000000
-1.326440,-0.107463,-0.242130,-0.353991,0.250114,-0.353991,0.310630,-2.586124,-1.061732,0.111089,nan,-1.371922,nan,2.032356,0.348083,-0.742418,2.834781,0.167703,1.551683,-0.776563,0.194284,1.763079,-0.515704,0.000000
-0.067667,-0.859211,0.376663,-0.100449,-1.214485,-0.100449,-1.078537,2.549926,0.796374,-1.960602,0.238519,0.000471,1.501497,-2.051475,0.770941,-1.258374,-1.401157,0.846437,-0.658241,nan,nan,-0.052956,-1.135022,0.000000
-0.290467,-0.522140,0.675159,1.609603,0.113622,1.609603,-4.868997,7.014143,1.615849,-3.053111,0.336165,-0.481841,nan,3.274943,-0.008589,-2.274439,-0.573734,5.145716,7.382486,-2.165511,0.086191,-0.725490,nan,1.000000
0.116699,-0.136516,-0.280916,-0.344747,-0.733906,-0.344747,-2.951979,-3.248385,1.357797,-0.147492,0.198947,-0.906111,2.648258,-3.763454,-0.314115,14.412215,-0.669385,-4.479694,-2.810065,-1.998336,1.589922,-2.184321,1.097173,0.000000
-1.307885,1.353340,0.902938,2.573545,1.062101,2.573545,-1.746458,4.034550,-0.679594,-0.882227,nan,-3.152209,0.706779,3.019870,1.412252,-3.891794,0.618372,0.506400,5.138539,7.177176,0.902266,-1.332962,nan,3.000000
-0.457240,-0.043172,0.573541,2.397102,0.436744,2.397102,1.985837,2.321619,-0.497721,-2.791999,0.181949,-2.019011,nan,-1.226941,-0.667464,0.446201,-2.111112,-0.316808,-1.066674,-1.740710,-2.191189,2.251714,0.437604,3.000000
-0.088826,-0.009735,0.690829,2.830940,nan,2.830940,2.552804,nan,0.031877,-1.165618,0.863555,-5.838577,7.834338,-0.004195,0.466134,2.264736,6.368144,0.690529,4.395068,-0.012023,nan,4.186582,-0.944868,0.000000
nan,-1.331992,-0.513534,-1.296225,-0.443032,-1.296225,1.882799,4.183231,-0.218113,-0.891807,nan,-0.426757,-3.404972,3.166834,-0.033695,-3.766025,-0.705228,1.528150,-0.902985,-0.809979,0.734724,-0.578199,-0.232772,0.000000
0.992843,-1.310783,-2.621806,3.725691,1.208057,3.725691,-2.053340,-8.834221,-0.923769,-0.472752,-0.089972,0.676292,5.003279,-0.111146,-1.225801,9.306917,5.063266,-4.328268,-2.626574,-0.915866,1.020353,1.901367,2.162774,3.000000
-0.772993,0.832885,0.116531,0.260189,nan,0.260189,nan,-7.607730,1.143282,0.444025,1.128508,nan,5.067916,-2.866936,0.680069,nan,2.913611,nan,-1.709922,-2.572988,0.613284,2.757698,-0.799720,3.000000
0.679990,1.570493,1.212679,-2.408229,-1.746692,-2.408229,-0.016616,1.057756,-0.212208,0.311181,0.334829,-5.898165,0.913401,-0.007490,-0.713977,nan,-0.192142,1.046689,6.719351,0.207058,-1.161835,1.056788,0.260082,1.000000
-0.487041,-1.823723,nan,2.175489,0.512688,2.175489,-2.157482,-3.893847,0.616786,0.327249,0.365340,nan,5.069219,0.487117,-0.665920,4.318349,3.523044,-0.512849,nan,1.151561,nan,nan,1.858890,3.000000
-0.539638,1.721213,-0.306749,-2.252478,-0.805642,-2.252478,1.265683,-0.399193,0.018814,-0.551359,-0.647522,-2.282403,1.326799,2.613374,1.709306,-5.174478,3.746958,1.724441,4.169656,1.560871,-1.002878,0.692685,0.548330,2.000000
0.734803,-1.099245,1.034310,-1.088253,-0.154935,-1.088253,-0.507845,-2.711151,-1.169238,2.367120,-0.717135,-2.859647,2.127116,-0.274187,-1.998231,7.136053,2.471566,-1.994667,4.360842,-2.449340,-1.311411,-2.635986,-0.992572,3.000000
-0.674951,nan,2.219078,0.108607,1.108042,0.108607,-1.771656,-2.190115,-0.388854,0.369367,1.260676,-0.334352,-2.005408,1.932039,1.097397,-0.044796,1.694119,-1.205647,5.553377,-1.392878,-3.841696,-1.867215,1.790713,3.000000
-0.138380,-0.158879,0.001555,-0.835237,0.665019,-0.835237,-0.384807,-1.915359,-0.512681,1.172550,-1.823016,-1.864589,-2.233073,2.583056,1.632589,0.009623,0.708068,-1.004532,3.444837,-2.300934,-1.450640,-0.038057,0.366144,0.000000
nan,-1.219915,0.772034,-0.349648,0.069969,-0.349648,-1.755448,0.836118,1.147180,-2.819783,1.306987,-0.382803,-3.372667,3.245074,-0.253956,-2.105231,1.260027,0.568001,4.123932,-1.852814,-2.912319,-0.594122,1.924039,3.000000
0.491014,-1.544604,-1.719987,3.313892,-0.251452,3.313892,0.786954,-3.757993,-1.357787,0.043231,nan,nan,3.186232,0.399136,0.216055,4.771841,3.119583,nan,-2.728825,-2.436251,1.332134,2.394332,nan,3.000000
-1.406956,1.253038,-0.757853,-0.631085,0.456994,-0.631085,-0.216996,1.889109,0.282751,-2.768281,-0.200238,0.192391,-1.160203,1.619590,-0.107340,-7.074554,1.585738,3.620533,4.469219,-0.706425,nan,1.444505,0.952074,3.000000
-1.628189,2.129274,0.416822,0.832157,0.737497,0.832157,1.230936,0.751803,0.017198,-0.422348,-1.239476,-0.835295,2.290414,nan,1.140116,-0.130315,-1.077880,0.700780,-1.612348,1.078091,0.733175,2.066519,0.782370,1.000000
-0.022433,-1.231504,-1.835640,-2.296473,0.304501,-2.296473,-2.135415,2.579031,-0.189278,-0.430834,-1.795576,-3.550715,-0.262514,1.900427,0.583931,-4.029193,0.820844,2.812854,8.740492,1.157107,-1.301523,-0.571087,nan,1.000000
0.326353,-0.486871,-2.129568,-2.283573,1.081400,-2.283573,0.104311,-3.057531,-0.032729,0.174293,0.365821,-1.864468,-3.214830,0.372491,-1.087565,-6.988097,-0.826350,-2.127761,5.309687,3.085780,-5.697179,0.154405,0.717846,1.000000
0.145423,0.172046,0.301347,-0.274341,-0.604643,-0.274341,-3.931510,-1.541147,0.317680,-1.073274,nan,0.708028,-6.531065,3.778138,-0.216203,nan,-2.228877,0.451209,6.480262,3.856566,-3.776594,2.235839,0.205458,1.000000
0.390740,1.520074,0.686314,0.127228,0.985684,0.127228,0.790788,5.587990,0.832884,-1.319537,-0.246585,-1.058293,nan,0.192765,1.057294,-2.008318,-1.264960,1.816313,-0.796846,3.172350,2.080273,-0.837829,0.168447,3.000000
0.452478,-0.173995,-0.149357,1.662690,0.043068,1.662690,-3.943453,-2.147627,-1.000285,1.625252,0.629468,1.607579,-0.382633,0.154032,nan,-4.724575,0.142217,1.517532,6.850619,1.191850,nan,0.490156,1.303554,2.000000
-0.518528,-0.313814,0.631765,1.406384,-0.640013,1.406384,2.348989,-4.682827,-0.100460,0.936258,0.642552,1.166182,3.366667,-1.997739,0.240442,6.111270,1.881456,-2.758647,-6.173532,-1.669860,1.261600,1.227201,-1.079105,3.000000
2.187707,-1.631245,1.372396,-3.231864,-0.082895,-3.231864,-4.171935,2.414580,1.157899,nan,-0.025248,-0.400762,-3.341865,-0.413925,0.184509,6.289437,-2.062707,-0.625771,2.274979,-3.360177,-1.054720,-3.719821,0.949005,3.000000
